Time - Fc (N),Amplitude - Fc (N)
10.566,0.296794
10.568,0.262468
10.57,0.227347
10.572,0.191538
10.574,0.15515
10.576,0.118291
10.578,0.0810753
10.58,0.0436141
10.582,0.0060217
10.584,-0.0315879
10.586,-0.0691004
10.588,-0.106402
10.59,-0.143379
10.592,-0.179918
10.594,-0.21591
10.596,-0.251243
10.598,-0.28581
10.6,-0.319507
10.602,-0.352229
10.604,-0.383878
10.606,-0.414355
10.608,-0.443569
10.61,-0.47143
10.612,-0.497852
10.614,-0.522754
10.616,-0.546061
10.618,-0.5677
10.62,-0.587605
10.622,-0.605715
10.624,-0.621974
10.626,-0.636331
10.628,-0.648743
10.63,-0.659171
10.632,-0.667582
10.634,-0.673951
10.636,-0.678257
10.638,-0.680486
10.64,-0.680632
10.642,-0.678693
10.644,-0.674674
10.646,-0.668588
10.648,-0.660452
10.65,-0.650291
10.652,-0.638136
10.654,-0.624023
10.656,-0.607995
10.658,-0.590101
10.66,-0.570395
10.662,-0.548938
10.664,-0.525795
10.666,-0.501036
10.668,-0.474737
10.67,-0.446979
10.672,-0.417847
10.674,-0.387431
10.676,-0.355822
10.678,-0.323119
10.68,-0.289421
10.682,-0.254833
10.684,-0.219461
10.686,-0.183414
10.688,-0.146802
10.69,-0.109738
10.692,-0.0723372
10.694,-0.0347141
10.696,0.00301491
10.698,0.0407334
10.7,0.0783249
10.702,0.115673
10.704,0.152663
10.706,0.189179
10.708,0.225109
10.71,0.260342
10.712,0.294768
10.714,0.32828
10.716,0.360775
10.718,0.392152
10.72,0.422312
10.722,0.451164
10.724,0.478615
10.726,0.504582
10.728,0.528983
10.73,0.551743
10.732,0.572789
10.734,0.592056
10.736,0.609485
10.738,0.62502
10.74,0.638613
10.742,0.65022
10.744,0.659806
10.746,0.66734
10.748,0.672799
10.75,0.676163
10.752,0.677423
10.754,0.676574
10.756,0.673619
10.758,0.668565
10.76,0.661428
10.762,0.652231
10.764,0.641
10.766,0.62777
10.768,0.612583
10.77,0.595484
10.772,0.576528
10.774,0.555773
10.776,0.533282
10.778,0.509126
10.78,0.48338
10.782,0.456125
10.784,0.427444
10.786,0.397427
10.788,0.366168
10.79,0.333764
10.792,0.300316
10.794,0.26593
10.796,0.230711
10.798,0.194771
10.8,0.158222
10.802,0.121178
10.804,0.0837556
10.806,0.0460716
10.808,0.00824436
10.81,-0.0296075
10.812,-0.0673651
10.814,-0.10491
10.816,-0.142124
10.818,-0.17889
10.82,-0.215093
10.822,-0.250618
10.824,-0.285354
10.826,-0.319191
10.828,-0.352023
10.83,-0.383745
10.832,-0.414259
10.834,-0.443467
10.836,-0.471277
10.838,-0.497601
10.84,-0.522356
10.842,-0.545463
10.844,-0.566849
10.846,-0.586446
10.848,-0.604192
10.85,-0.620031
10.852,-0.633911
10.854,-0.645789
10.856,-0.655627
10.858,-0.663392
10.86,-0.669061
10.862,-0.672613
10.864,-0.674039
10.866,-0.673332
10.868,-0.670494
10.87,-0.665534
10.872,-0.658467
10.874,-0.649315
10.876,-0.638106
10.878,-0.624875
10.88,-0.609664
10.882,-0.592521
10.884,-0.573499
10.886,-0.552658
10.888,-0.530064
10.89,-0.505788
10.892,-0.479907
10.894,-0.452502
10.896,-0.423661
10.898,-0.393475
10.9,-0.362038
10.902,-0.329452
10.904,-0.295819
10.906,-0.261246
10.908,-0.225843
10.91,-0.189722
10.912,-0.152998
10.914,-0.115789
10.916,-0.0782113
10.918,-0.0403861
10.92,-0.00243349
10.922,0.0355255
10.924,0.0733698
10.926,0.110979
10.928,0.148232
10.93,0.18501
10.932,0.221197
10.934,0.256676
10.936,0.291333
10.938,0.325057
10.94,0.357742
10.942,0.389281
10.944,0.419573
10.946,0.448522
10.948,0.476035
10.95,0.502022
10.952,0.5264
10.954,0.549092
10.956,0.570023
10.958,0.589126
10.96,0.60634
10.962,0.621608
10.964,0.634882
10.966,0.646118
10.968,0.655279
10.97,0.662337
10.972,0.667267
10.974,0.670053
10.976,0.670686
10.978,0.669163
10.98,0.665488
10.982,0.659673
10.984,0.651737
10.986,0.641703
10.988,0.629604
10.99,0.615478
10.992,0.599371
10.994,0.581333
10.996,0.561422
10.998,0.539703
11,0.516244
11.002,0.491121
11.004,0.464414
11.006,0.43621
11.008,0.406598
11.01,0.375675
11.012,0.34354
11.014,0.310296
11.016,0.27605
11.018,0.240913
11.02,0.204999
11.022,0.168423
11.024,0.131303
11.026,0.0937604
11.028,0.0559152
11.03,0.0178904
11.032,-0.0201908
11.034,-0.0582052
11.036,-0.0960296
11.038,-0.133541
11.04,-0.170618
11.042,-0.20714
11.044,-0.242989
11.046,-0.278048
11.048,-0.312203
11.05,-0.345342
11.052,-0.377359
11.054,-0.408149
11.056,-0.43761
11.058,-0.465648
11.06,-0.492171
11.062,-0.517091
11.064,-0.540329
11.066,-0.561806
11.068,-0.581454
11.07,-0.599208
11.072,-0.615009
11.074,-0.628806
11.076,-0.640553
11.078,-0.650211
11.08,-0.657748
11.082,-0.66314
11.084,-0.666367
11.086,-0.66742
11.088,-0.666293
11.09,-0.662991
11.092,-0.657524
11.094,-0.649908
11.096,-0.640168
11.098,-0.628335
11.1,-0.614449
11.102,-0.598553
11.104,-0.580699
11.106,-0.560945
11.108,-0.539356
11.11,-0.516001
11.112,-0.490956
11.114,-0.464304
11.116,-0.436132
11.118,-0.40653
11.12,-0.375597
11.122,-0.343432
11.124,-0.310143
11.126,-0.275836
11.128,-0.240625
11.13,-0.204626
11.132,-0.167956
11.134,-0.130735
11.136,-0.0930859
11.138,-0.0551325
11.14,-0.0169993
11.142,0.0211883
11.144,0.0593047
11.146,0.0972243
11.148,0.134822
11.15,0.171975
11.152,0.208559
11.154,0.244455
11.156,0.279544
11.158,0.313709
11.16,0.346839
11.162,0.378823
11.164,0.409556
11.166,0.438935
11.168,0.466865
11.17,0.493251
11.172,0.518007
11.174,0.541051
11.176,0.562305
11.178,0.581699
11.18,0.599169
11.182,0.614655
11.184,0.628108
11.186,0.639481
11.188,0.648736
11.19,0.655842
11.192,0.660776
11.194,0.66352
11.196,0.664064
11.198,0.662407
11.2,0.658553
11.202,0.652515
11.204,0.644311
11.206,0.63397
11.208,0.621524
11.21,0.607015
11.212,0.590489
11.214,0.572003
11.216,0.551616
11.218,0.529396
11.22,0.505416
11.222,0.479756
11.224,0.4525
11.226,0.42374
11.228,0.39357
11.23,0.362091
11.232,0.329407
11.234,0.295626
11.236,0.260862
11.238,0.225229
11.24,0.188847
11.242,0.151836
11.244,0.114321
11.246,0.0764248
11.248,0.0382755
11.25,1.47E-14
11.252,-0.0382739
11.254,-0.0764183
11.256,-0.114306
11.258,-0.151809
11.26,-0.188804
11.262,-0.225165
11.264,-0.260771
11.266,-0.295503
11.268,-0.329244
11.27,-0.361881
11.272,-0.393305
11.274,-0.423409
11.276,-0.452093
11.278,-0.47926
11.28,-0.504819
11.282,-0.528683
11.284,-0.550773
11.286,-0.571013
11.288,-0.589335
11.29,-0.605677
11.292,-0.619984
11.294,-0.632207
11.296,-0.642305
11.298,-0.650243
11.3,-0.655994
11.302,-0.659538
11.304,-0.660863
11.306,-0.659964
11.308,-0.656843
11.31,-0.65151
11.312,-0.643983
11.314,-0.634287
11.316,-0.622453
11.318,-0.608521
11.32,-0.592538
11.322,-0.574557
11.324,-0.554638
11.326,-0.532848
11.328,-0.509261
11.33,-0.483954
11.332,-0.457014
11.334,-0.428531
11.336,-0.398602
11.338,-0.367325
11.34,-0.334809
11.342,-0.301161
11.344,-0.266496
11.346,-0.23093
11.348,-0.194584
11.35,-0.157581
11.352,-0.120046
11.354,-0.0821056
11.356,-0.0438887
11.358,-0.00552471
11.36,0.0328563
11.362,0.0711242
11.364,0.109149
11.366,0.146802
11.368,0.183955
11.37,0.220481
11.372,0.256257
11.374,0.291161
11.376,0.325074
11.378,0.35788
11.38,0.389468
11.382,0.41973
11.384,0.448563
11.386,0.475868
11.388,0.501552
11.39,0.525527
11.392,0.547711
11.394,0.568028
11.396,0.586409
11.398,0.60279
11.4,0.617115
11.402,0.629335
11.404,0.639407
11.406,0.647297
11.408,0.652977
11.41,0.656427
11.412,0.657635
11.414,0.656597
11.416,0.653315
11.418,0.6478
11.42,0.640071
11.422,0.630153
11.424,0.61808
11.426,0.603892
11.428,0.587638
11.43,0.569373
11.432,0.549159
11.434,0.527065
11.436,0.503166
11.438,0.477543
11.44,0.450284
11.442,0.421482
11.444,0.391236
11.446,0.359649
11.448,0.326829
11.45,0.292888
11.452,0.257943
11.454,0.222114
11.456,0.185523
11.458,0.148296
11.46,0.110561
11.462,0.0724475
11.464,0.0340867
11.466,-0.00438962
11.468,-0.0428491
11.47,-0.0811593
11.472,-0.119188
11.474,-0.156805
11.476,-0.19388
11.478,-0.230284
11.48,-0.265894
11.482,-0.300584
11.484,-0.334237
11.486,-0.366735
11.488,-0.397965
11.49,-0.427821
11.492,-0.456198
11.494,-0.482997
11.496,-0.508127
11.498,-0.5315
11.5,-0.553035
11.502,-0.572656
11.504,-0.590296
11.506,-0.605893
11.508,-0.619393
11.51,-0.630747
11.512,-0.639918
11.514,-0.646872
11.516,-0.651585
11.518,-0.654039
11.52,-0.654227
11.522,-0.652146
11.524,-0.647803
11.526,-0.641214
11.528,-0.6324
11.53,-0.621392
11.532,-0.608226
11.534,-0.592949
11.536,-0.575613
11.538,-0.556278
11.54,-0.53501
11.542,-0.511883
11.544,-0.486978
11.546,-0.460379
11.548,-0.43218
11.55,-0.402479
11.552,-0.371377
11.554,-0.338984
11.556,-0.305411
11.558,-0.270776
11.56,-0.235199
11.562,-0.198804
11.564,-0.161717
11.566,-0.124068
11.568,-0.0859883
11.57,-0.0476099
11.572,-0.00906724
11.574,0.0295053
11.576,0.0679729
11.578,0.106201
11.58,0.144056
11.582,0.181406
11.584,0.21812
11.586,0.25407
11.588,0.289128
11.59,0.323173
11.592,0.356086
11.594,0.38775
11.596,0.418054
11.598,0.446893
11.6,0.474164
11.602,0.499772
11.604,0.523627
11.606,0.545644
11.608,0.565746
11.61,0.583862
11.612,0.599927
11.614,0.613886
11.616,0.625688
11.618,0.635292
11.62,0.642663
11.622,0.647775
11.624,0.65061
11.626,0.651157
11.628,0.649413
11.63,0.645384
11.632,0.639085
11.634,0.630535
11.636,0.619766
11.638,0.606815
11.64,0.591726
11.642,0.574553
11.644,0.555355
11.646,0.5342
11.648,0.511162
11.65,0.486322
11.652,0.459767
11.654,0.43159
11.656,0.401891
11.658,0.370774
11.66,0.338348
11.662,0.304729
11.664,0.270034
11.666,0.234386
11.668,0.197911
11.67,0.160737
11.672,0.122997
11.674,0.0848235
11.676,0.0463513
11.678,0.00771696
11.68,-0.0309428
11.682,-0.069491
11.684,-0.107791
11.686,-0.145707
11.688,-0.183104
11.69,-0.21985
11.692,-0.255815
11.694,-0.290869
11.696,-0.324889
11.698,-0.357754
11.7,-0.389347
11.702,-0.419554
11.704,-0.448269
11.706,-0.47539
11.708,-0.500818
11.71,-0.524464
11.712,-0.546243
11.714,-0.566077
11.716,-0.583895
11.718,-0.599634
11.72,-0.613236
11.722,-0.624652
11.724,-0.633843
11.726,-0.640773
11.728,-0.645419
11.73,-0.647763
11.732,-0.647796
11.734,-0.645517
11.736,-0.640935
11.738,-0.634065
11.74,-0.62493
11.742,-0.613565
11.744,-0.600007
11.746,-0.584306
11.748,-0.566516
11.75,-0.546702
11.752,-0.524934
11.754,-0.501288
11.756,-0.47585
11.758,-0.44871
11.76,-0.419964
11.762,-0.389716
11.764,-0.358073
11.766,-0.325148
11.768,-0.29106
11.77,-0.25593
11.772,-0.219884
11.774,-0.183051
11.776,-0.145562
11.778,-0.107554
11.78,-0.069161
11.782,-0.0305218
11.784,0.00822507
11.786,0.0469404
11.788,0.085485
11.79,0.12372
11.792,0.161509
11.794,0.198714
11.796,0.235203
11.798,0.270843
11.8,0.305506
11.802,0.339068
11.804,0.371406
11.806,0.402405
11.808,0.431952
11.81,0.45994
11.812,0.486268
11.814,0.510842
11.816,0.533571
11.818,0.554373
11.82,0.573173
11.822,0.589903
11.824,0.604502
11.826,0.616916
11.828,0.6271
11.83,0.635017
11.832,0.640638
11.834,0.643942
11.836,0.644916
11.838,0.643557
11.84,0.639869
11.842,0.633864
11.844,0.625565
11.846,0.615
11.848,0.602207
11.85,0.587233
11.852,0.57013
11.854,0.550962
11.856,0.529796
11.858,0.506709
11.86,0.481784
11.862,0.455112
11.864,0.426789
11.866,0.396917
11.868,0.365606
11.87,0.332967
11.872,0.29912
11.874,0.264187
11.876,0.228295
11.878,0.191574
11.88,0.154159
11.882,0.116184
11.884,0.0777888
11.886,0.0391121
11.888,0.00029493
11.89,-0.0385212
11.892,-0.0771949
11.894,-0.115585
11.896,-0.153552
11.898,-0.190956
11.9,-0.227662
11.902,-0.263535
11.904,-0.298445
11.906,-0.332262
11.908,-0.364865
11.91,-0.396132
11.912,-0.425951
11.914,-0.454211
11.916,-0.480809
11.918,-0.505647
11.92,-0.528634
11.922,-0.549686
11.924,-0.568724
11.926,-0.58568
11.928,-0.60049
11.93,-0.613099
11.932,-0.623462
11.934,-0.631539
11.936,-0.637301
11.938,-0.640725
11.94,-0.6418
11.942,-0.640519
11.944,-0.636889
11.946,-0.63092
11.948,-0.622636
11.95,-0.612065
11.952,-0.599246
11.954,-0.584226
11.956,-0.56706
11.958,-0.547809
11.96,-0.526545
11.962,-0.503346
11.964,-0.478296
11.966,-0.451486
11.968,-0.423016
11.97,-0.39299
11.972,-0.361518
11.974,-0.328716
11.976,-0.294705
11.978,-0.259608
11.98,-0.223557
11.982,-0.186683
11.984,-0.149122
11.986,-0.111013
11.988,-0.0724964
11.99,-0.0337143
11.992,0.00519025
11.994,0.0440734
11.996,0.0827916
11.998,0.121202
12,0.159162
12.002,0.196531
12.004,0.233171
12.006,0.268946
12.008,0.303724
12.01,0.337376
12.012,0.369777
12.014,0.400806
12.016,0.430348
12.018,0.458295
12.02,0.48454
12.022,0.508988
12.024,0.531547
12.026,0.552132
12.028,0.570668
12.03,0.587084
12.032,0.60132
12.034,0.613322
12.036,0.623045
12.038,0.630453
12.04,0.635516
12.042,0.638218
12.044,0.638545
12.046,0.636498
12.048,0.632082
12.05,0.625315
12.052,0.61622
12.054,0.604832
12.056,0.591191
12.058,0.575348
12.06,0.557363
12.062,0.537301
12.064,0.515237
12.066,0.491253
12.068,0.465437
12.07,0.437887
12.072,0.408703
12.074,0.377996
12.076,0.345878
12.078,0.312471
12.08,0.277898
12.082,0.242288
12.084,0.205775
12.086,0.168494
12.088,0.130585
12.09,0.0921902
12.092,0.0534522
12.094,0.0145165
12.096,-0.0244714
12.098,-0.0633655
12.1,-0.10202
12.102,-0.14029
12.104,-0.178032
12.106,-0.215104
12.108,-0.251368
12.11,-0.286686
12.112,-0.320927
12.114,-0.353962
12.116,-0.385666
12.118,-0.41592
12.12,-0.44461
12.122,-0.471628
12.124,-0.496872
12.126,-0.520248
12.128,-0.541665
12.13,-0.561045
12.132,-0.578312
12.134,-0.593403
12.136,-0.60626
12.138,-0.616833
12.14,-0.625082
12.142,-0.630977
12.144,-0.634494
12.146,-0.63562
12.148,-0.634349
12.15,-0.630687
12.152,-0.624646
12.154,-0.616249
12.156,-0.605527
12.158,-0.59252
12.16,-0.577276
12.162,-0.559853
12.164,-0.540317
12.166,-0.51874
12.168,-0.495203
12.17,-0.469796
12.172,-0.442613
12.174,-0.413758
12.176,-0.38334
12.178,-0.351472
12.18,-0.318276
12.182,-0.283876
12.184,-0.248403
12.186,-0.211992
12.188,-0.174779
12.19,-0.136905
12.192,-0.0985154
12.194,-0.059754
12.196,-0.0207682
12.198,0.0182942
12.2,0.0572847
12.202,0.0960555
12.204,0.134459
12.206,0.17235
12.208,0.209584
12.21,0.246019
12.212,0.281516
12.214,0.315942
12.216,0.349163
12.218,0.381054
12.22,0.411494
12.222,0.440365
12.224,0.467558
12.226,0.492968
12.228,0.5165
12.23,0.538061
12.232,0.557571
12.234,0.574955
12.236,0.590144
12.238,0.603082
12.24,0.613718
12.242,0.622012
12.244,0.62793
12.246,0.631451
12.248,0.63256
12.25,0.631252
12.252,0.627532
12.254,0.621414
12.256,0.61292
12.258,0.602083
12.26,0.588944
12.262,0.573552
12.264,0.555966
12.266,0.536252
12.268,0.514487
12.27,0.490752
12.272,0.465138
12.274,0.437744
12.276,0.408673
12.278,0.378037
12.28,0.345953
12.282,0.312544
12.284,0.277938
12.286,0.242267
12.288,0.205668
12.29,0.168281
12.292,0.130251
12.294,0.0917217
12.296,0.0528428
12.298,0.0137631
12.3,-0.0253672
12.302,-0.0643975
12.304,-0.103178
12.306,-0.141559
12.308,-0.179392
12.31,-0.216533
12.312,-0.252837
12.314,-0.288166
12.316,-0.322382
12.318,-0.355353
12.32,-0.386952
12.322,-0.417058
12.324,-0.445552
12.326,-0.472327
12.328,-0.497277
12.33,-0.520305
12.332,-0.541324
12.334,-0.56025
12.336,-0.577011
12.338,-0.591542
12.34,-0.603785
12.342,-0.613693
12.344,-0.621228
12.346,-0.626359
12.348,-0.629066
12.35,-0.629339
12.352,-0.627175
12.354,-0.622584
12.356,-0.615581
12.358,-0.606193
12.36,-0.594458
12.362,-0.580419
12.364,-0.56413
12.366,-0.545655
12.368,-0.525064
12.37,-0.502437
12.372,-0.477862
12.374,-0.451433
12.376,-0.423253
12.378,-0.39343
12.38,-0.362081
12.382,-0.329327
12.384,-0.295295
12.386,-0.260117
12.388,-0.223929
12.39,-0.186872
12.392,-0.149091
12.394,-0.110732
12.396,-0.0719438
12.398,-0.0328781
12.4,0.00631324
12.402,0.0454775
12.404,0.0844622
12.406,0.123115
12.408,0.161286
12.41,0.198825
12.412,0.235586
12.414,0.271425
12.416,0.306203
12.418,0.339783
12.42,0.372035
12.422,0.402831
12.424,0.432051
12.426,0.45958
12.428,0.485312
12.43,0.509144
12.432,0.530983
12.434,0.550744
12.436,0.568349
12.438,0.583727
12.44,0.596819
12.442,0.607573
12.444,0.615947
12.446,0.621906
12.448,0.625428
12.45,0.626498
12.452,0.625111
12.454,0.621272
12.456,0.614997
12.458,0.606308
12.46,0.59524
12.462,0.581835
12.464,0.566146
12.466,0.548235
12.468,0.52817
12.47,0.506031
12.472,0.481903
12.474,0.455883
12.476,0.428071
12.478,0.398576
12.48,0.367515
12.482,0.335009
12.484,0.301186
12.486,0.266179
12.488,0.230126
12.49,0.193169
12.492,0.155452
12.494,0.117125
12.496,0.0783383
12.498,0.0392453
12.5,0
12.502,-0.0392428
12.504,-0.0783282
12.506,-0.117102
12.508,-0.15541
12.51,-0.193103
12.512,-0.230029
12.514,-0.266045
12.516,-0.301006
12.518,-0.334774
12.52,-0.367216
12.522,-0.398203
12.524,-0.427613
12.526,-0.455327
12.528,-0.481237
12.53,-0.505239
12.532,-0.527238
12.534,-0.547147
12.536,-0.564885
12.538,-0.580383
12.54,-0.593578
12.542,-0.604418
12.544,-0.612859
12.546,-0.618867
12.548,-0.622419
12.55,-0.623498
12.552,-0.622101
12.554,-0.618233
12.556,-0.611908
12.558,-0.603152
12.56,-0.591998
12.562,-0.57849
12.564,-0.562682
12.566,-0.544637
12.568,-0.524425
12.57,-0.502127
12.572,-0.477831
12.574,-0.451633
12.576,-0.423638
12.578,-0.393957
12.58,-0.362707
12.582,-0.330013
12.584,-0.296005
12.586,-0.260819
12.588,-0.224594
12.59,-0.187476
12.592,-0.149611
12.594,-0.111151
12.596,-0.0722506
12.598,-0.0330636
12.6,0.00625292
12.602,0.0455419
12.604,0.0846461
12.606,0.123409
12.608,0.161676
12.61,0.199294
12.612,0.236111
12.614,0.271981
12.616,0.30676
12.618,0.340307
12.62,0.372489
12.622,0.403176
12.624,0.432245
12.626,0.459579
12.628,0.485068
12.63,0.50861
12.632,0.53011
12.634,0.54948
12.636,0.566644
12.638,0.581531
12.64,0.594081
12.642,0.604244
12.644,0.611978
12.646,0.617252
12.648,0.620043
12.65,0.620341
12.652,0.618144
12.654,0.61346
12.656,0.606307
12.658,0.596713
12.66,0.584718
12.662,0.570369
12.664,0.553722
12.666,0.534846
12.668,0.513815
12.67,0.490713
12.672,0.465635
12.674,0.43868
12.676,0.409956
12.678,0.37958
12.68,0.347674
12.682,0.314366
12.684,0.279791
12.686,0.244088
12.688,0.207401
12.69,0.169877
12.692,0.13167
12.694,0.092933
12.696,0.0538225
12.698,0.0144969
12.7,-0.0248848
12.702,-0.064163
12.704,-0.103179
12.706,-0.141774
12.708,-0.179792
12.71,-0.217079
12.712,-0.253484
12.714,-0.288859
12.716,-0.32306
12.718,-0.355948
12.72,-0.38739
12.722,-0.417257
12.724,-0.445429
12.726,-0.47179
12.728,-0.496233
12.73,-0.518658
12.732,-0.538975
12.734,-0.5571
12.736,-0.572958
12.738,-0.586486
12.74,-0.597627
12.742,-0.606335
12.744,-0.612576
12.746,-0.616323
12.748,-0.61756
12.75,-0.616282
12.752,-0.612493
12.754,-0.606209
12.756,-0.597454
12.758,-0.586265
12.76,-0.572686
12.762,-0.556771
12.764,-0.538587
12.766,-0.518205
12.768,-0.49571
12.77,-0.471192
12.772,-0.444752
12.774,-0.416497
12.776,-0.386542
12.778,-0.355009
12.78,-0.322027
12.782,-0.287731
12.784,-0.25226
12.786,-0.215759
12.788,-0.178379
12.79,-0.14027
12.792,-0.10159
12.794,-0.0624966
12.796,-0.0231499
12.798,0.016289
12.8,0.0556584
12.802,0.0947968
12.804,0.133544
12.806,0.171741
12.808,0.20923
12.81,0.245858
12.812,0.281475
12.814,0.315933
12.816,0.349092
12.818,0.380814
12.82,0.41097
12.822,0.439435
12.824,0.466091
12.826,0.490829
12.828,0.513546
12.83,0.53415
12.832,0.552554
12.834,0.568682
12.836,0.582468
12.838,0.593855
12.84,0.602795
12.842,0.60925
12.844,0.613195
12.846,0.614611
12.848,0.613494
12.85,0.609846
12.852,0.603683
12.854,0.59503
12.856,0.583921
12.858,0.570402
12.86,0.554529
12.862,0.536367
12.864,0.515991
12.866,0.493483
12.868,0.468937
12.87,0.442454
12.872,0.414144
12.874,0.384122
12.876,0.352513
12.878,0.319447
12.88,0.285062
12.882,0.249498
12.884,0.212904
12.886,0.17543
12.888,0.137232
12.89,0.0984676
12.892,0.059298
12.894,0.0198852
12.896,-0.0196073
12.898,-0.0590156
12.9,-0.0981761
12.902,-0.136926
12.904,-0.175105
12.906,-0.212554
12.908,-0.249118
12.91,-0.284644
12.912,-0.318984
12.914,-0.351995
12.916,-0.383541
12.918,-0.413489
12.92,-0.441715
12.922,-0.4681
12.924,-0.492535
12.926,-0.514918
12.928,-0.535155
12.93,-0.553162
12.932,-0.568862
12.934,-0.58219
12.936,-0.593091
12.938,-0.601517
12.94,-0.607435
12.942,-0.610817
12.944,-0.611651
12.946,-0.609932
12.948,-0.605667
12.95,-0.598873
12.952,-0.589577
12.954,-0.57782
12.956,-0.563648
12.958,-0.547121
12.96,-0.528308
12.962,-0.507287
12.964,-0.484146
12.966,-0.45898
12.968,-0.431895
12.97,-0.403004
12.972,-0.372428
12.974,-0.340294
12.976,-0.306736
12.978,-0.271896
12.98,-0.235919
12.982,-0.198955
12.984,-0.16116
12.986,-0.122691
12.988,-0.0837103
12.99,-0.0443811
